,smiles,cid,bitter,bitter_prob,non_bitter_prob,sweet,sweet_prob,non_sweet_prob
1669,O1[C@@H]([C@H](O)[C@@H](O)CC1OCCCC)C,10932578.0,True,0.7364233069346804,0.2635766930653196,True,0.9811600640643894,0.01883993593561062
1672,O1[C@H]([C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO)CC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,10936727.0,True,0.6271979575220071,0.37280204247799287,True,0.9864174292228398,0.013582570777160186
1677,O1C([C@H](O)[C@@H](O)CC)CCOC1(C)C,10943594.0,True,0.9915652705304773,0.008434729469522728,True,0.9093516934166858,0.09064830658331424
1721,O1[C@@H]([C@H](O)[C@H](O)C[C@H]1OC)C,10986561.0,True,0.8715129732435608,0.1284870267564392,True,0.9869926583871945,0.013007341612805479
1732,O1[C@@H]([C@@H](O)[C@H](O)CC1OC)C,11008235.0,True,0.8715129732435608,0.1284870267564392,True,0.9869926583871945,0.013007341612805479
1750,O1[C@@H]([C@@H](O)[C@H](O)C[C@@H]1OCC)C,11030343.0,True,0.5365204144164939,0.4634795855835061,True,0.9584019131735377,0.041598086826462266
1751,O1[C@H]([C@H](O)[C@H](O)C[C@H]1OCCCC)C,11030934.0,True,0.7364233069346804,0.2635766930653196,True,0.9811600640643894,0.01883993593561062
1761,O1C2C(OC1(C)C)[C@@H](O)[C@@H](OC2C1OC(OC1)(C)C)O,11044463.0,True,0.9990853090958025,0.0009146909041974904,True,0.9019865015337163,0.09801349846628371
1771,O1[C@@H]([C@@H](O)[C@@H](O)C[C@@H]1OCC)C,11062926.0,True,0.5365204144164939,0.4634795855835061,True,0.9584019131735377,0.041598086826462266
1775,O1[C@@H]([C@@H](O)[C@H](O)C[C@H]1OC)C,11073734.0,True,0.8715129732435608,0.1284870267564392,True,0.9869926583871945,0.013007341612805479
1781,O(C1CCC(O)CC1)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,11087087.0,True,0.6494379440784309,0.3505620559215691,True,0.937459539184673,0.06254046081532705
1786,O1[C@@H](C[C@@H](O)CC1O)COC,11094950.0,True,0.5127756967704309,0.4872243032295691,True,0.969683523417495,0.030316476582505025
1790,O(C(=O)[C@H]([C@@H](NC(=O)C)C(=O)OC)c1ccccc1)C,11097894.0,True,0.9926477362431692,0.007352263756830846,True,0.5985228135911043,0.40147718640889574
1845,O1C2(OCC1[C@@H](O)C(O)C(O)CO)CCCCC2,11161320.0,True,0.6926083559264319,0.3073916440735681,True,0.9968948466254637,0.003105153374536318
1871,O1C2O[C@H](OC2[C@H](O)[C@@H](O)[C@@H]1C)C,11240926.0,True,0.9629557803155124,0.03704421968448757,True,0.8284830141734028,0.17151698582659725
1880,O1C(C2OC(OC2[C@H]1O)(C)C)C1OC(OCC1)(C)C,11265793.0,True,0.998094024445736,0.0019059755542639722,True,0.9956705392202685,0.004329460779731509
1983,O([C@H]1[C@H](OC(O)CC1)C)[C@@H]1O[C@@H]([C@@H](O)[C@H](OC)C1)C,11482768.0,True,0.9995514335835001,0.00044856641649992923,True,0.8920761595870268,0.1079238404129732
2021,O1[C@](OC)(C[C@@H](O)[C@H](O)[C@H]1CO)C,11600832.0,True,0.5309202315837654,0.46907976841623455,True,0.7538147208898733,0.24618527911012666
2074,O1[C@@H](C[C@H](OC)[C@@H](O)[C@H]1OC)C,11745149.0,True,0.9567314826908501,0.043268517309149934,True,0.9682367023237437,0.0317632976762563
2077,O1[C@H]([C@@H](O)[C@@H](O)C[C@H]1OCCCC)C,11745761.0,True,0.7364233069346804,0.2635766930653196,True,0.9811600640643894,0.01883993593561062
2097,O1[C@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1C)CO[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,117753.0,True,0.8853079172695941,0.11469208273040588,True,0.9394445016902878,0.060555498309712186
2099,O([C@@H]1[C@@H](O)[C@@H](OC[C@@H]1O)C)[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,11778392.0,True,0.6108043457689473,0.38919565423105273,True,0.9188576585322887,0.08114234146771127
2108,O1[C@H]([C@@H](O)[C@@H](O)C[C@H]1OC)C,11789523.0,True,0.8715129732435608,0.1284870267564392,True,0.9869926583871945,0.013007341612805479
2188,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OCCCCC(O)C)CO,12003173.0,True,0.6484593897355501,0.35154061026444994,True,0.7310123343307933,0.26898766566920673
2219,O1C(C(O)C(OC)(CC1O)C)C,12303301.0,True,0.9975901996084134,0.0024098003915865585,True,0.9572779008765984,0.042722099123401636
2220,O1[C@H]([C@H](O)[C@](OC)(C[C@@H]1O)C)C,12303303.0,True,0.9975901996084134,0.0024098003915865585,True,0.9572779008765984,0.042722099123401636
2231,O1[C@@H]([C@@H](O)[C@H](OC)C[C@@H]1O)C,12312896.0,True,0.7930275148380688,0.20697248516193123,True,0.9794338583723827,0.020566141627617274
2232,O1[C@H]([C@H](O)[C@H](OC)CC1O)C,12312898.0,True,0.7930275148380688,0.20697248516193123,True,0.9794338583723827,0.020566141627617274
2233,O1C(C(O)C(OC)C(OC)C1O)C,12313029.0,True,0.5363325373164972,0.4636674626835028,True,0.8659319498686575,0.1340680501313425
2235,O1C(C(OC)C(O)C(O)C1O)(C)C,12313605.0,True,0.877985290711388,0.12201470928861202,True,0.9958901502448504,0.004109849755149608
